Ticker,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,P/E,P/B,Beta,Market Cap,Dividend Yield
ILMN,2018-01-02 00:00:00-05:00,224.77999877929688,224.85000610351562,222.1300048828125,224.02999877929688,804700,0.0,0.0,-27.488343408502683,6.212184199298363,1.201,17601056768,
ILMN,2018-01-03 00:00:00-05:00,224.5,231.22999572753906,224.27000427246094,230.32000732421875,907200,0.0,0.0,-28.26012359806365,6.386601428728024,1.201,17601056768,
ILMN,2018-01-04 00:00:00-05:00,231.8300018310547,233.5399932861328,231.22999572753906,232.99000549316406,862500,0.0,0.0,-28.587730735357553,6.460638479692872,1.201,17601056768,
ILMN,2018-01-05 00:00:00-05:00,231.99000549316406,232.89999389648438,225.8000030517578,228.1699981689453,1471800,0.0,0.0,-27.99631879373562,6.32698328394602,1.201,17601056768,
ILMN,2018-01-08 00:00:00-05:00,227.5500030517578,228.89999389648438,225.6699981689453,227.05999755859375,1002000,0.0,0.0,-27.860122399827453,6.296203797759302,1.201,17601056768,
ILMN,2018-01-09 00:00:00-05:00,236.77000427246094,245.74000549316406,235.47999572753906,242.8000030517578,2713500,0.0,0.0,-29.791411417393594,6.732662370067875,1.201,17601056768,
ILMN,2018-01-10 00:00:00-05:00,242.8000030517578,244.0,238.24000549316406,242.58999633789062,982600,0.0,0.0,-29.765643722440565,6.726839041063989,1.201,17601056768,
ILMN,2018-01-11 00:00:00-05:00,243.85000610351562,244.1999969482422,239.32000732421875,240.0399932861328,810100,0.0,0.0,-29.452759912408933,6.656129364892904,1.201,17601056768,
ILMN,2018-01-12 00:00:00-05:00,240.9499969482422,245.9600067138672,240.6300048828125,244.72000122070312,975800,0.0,0.0,-30.0269940148102,6.785902482342099,1.201,17601056768,
ILMN,2018-01-16 00:00:00-05:00,247.3300018310547,248.97000122070312,241.07000732421875,241.4199981689453,1139900,0.0,0.0,-29.622085664901263,6.69439586748039,1.201,17601056768,
ILMN,2018-01-17 00:00:00-05:00,244.47999572753906,244.47999572753906,240.8699951171875,242.0500030517578,738300,0.0,0.0,-29.699386877516293,6.711865431377251,1.201,17601056768,
ILMN,2018-01-18 00:00:00-05:00,242.24000549316406,243.89999389648438,240.1300048828125,241.30999755859375,770500,0.0,0.0,-29.608588657496163,6.6913456328811725,1.201,17601056768,
ILMN,2018-01-19 00:00:00-05:00,242.30999755859375,244.8800048828125,241.44000244140625,243.5500030517578,896700,0.0,0.0,-29.883435957270898,6.7534593087585,1.201,17601056768,
ILMN,2018-01-22 00:00:00-05:00,245.0,247.6300048828125,242.8699951171875,245.19000244140625,709800,0.0,0.0,-30.084662876246163,6.798935264437407,1.201,17601056768,
ILMN,2018-01-23 00:00:00-05:00,244.07000732421875,245.07000732421875,241.9499969482422,242.94000244140625,830000,0.0,0.0,-29.808589256614262,6.7365444483655335,1.201,17601056768,
ILMN,2018-01-24 00:00:00-05:00,243.1199951171875,243.85000610351562,241.19000244140625,242.49000549316406,846000,0.0,0.0,-29.753374907136692,6.7240663697741185,1.201,17601056768,
ILMN,2018-01-25 00:00:00-05:00,243.47999572753906,243.97000122070312,240.16000366210938,243.38999938964844,613200,0.0,0.0,-29.86380360609183,6.749022526956948,1.201,17601056768,
ILMN,2018-01-26 00:00:00-05:00,244.2100067138672,244.9199981689453,242.08999633789062,244.8300018310547,678400,0.0,0.0,-30.0404910222153,6.788952716941316,1.201,17601056768,
ILMN,2018-01-29 00:00:00-05:00,244.17999267578125,244.89999389648438,238.50999450683594,241.77999877929688,779000,0.0,0.0,-29.66625751893213,6.704378414976482,1.201,17601056768,
ILMN,2018-01-30 00:00:00-05:00,240.69000244140625,243.5500030517578,238.9499969482422,241.17999267578125,1063400,0.0,0.0,-29.592637138132666,6.6877406947780615,1.201,17601056768,
ILMN,2018-01-31 00:00:00-05:00,247.4499969482422,248.10000610351562,229.16000366210938,232.63999938964844,1760500,0.0,0.0,-28.544785201183856,6.450933072391327,1.201,17601056768,
ILMN,2018-02-01 00:00:00-05:00,232.0,233.55999755859375,229.0800018310547,230.2899932861328,943900,0.0,0.0,-28.256440894004026,6.385769161914783,1.201,17601056768,
ILMN,2018-02-02 00:00:00-05:00,227.97999572753906,228.99000549316406,219.5399932861328,220.17999267578125,1538800,0.0,0.0,-27.01595002156825,6.105426411440569,1.201,17601056768,
